H07	Stamford Land Corporation Ltd
H12	Hotel Royal Ltd
H13	Ho Bee Investment Limited
H15	Hotel Properties Ltd
H18	Hotel Grand Central Ltd
H19	Hwa Hong Corporation Limited
H1N	Lyxor Etf Msci Emerging Mkt 10
H20	Hoe Leong Corporation Ltd.
H22	Hong Leong Asia Ltd.
H30	Hong Fok Corporation Ltd
H78	Hongkong Land Holdings Limited
HD9	Dbxt Ftse Vietnam Etf 10
HFYW	Geely Mb Epw211005a
HISW	Xiaomi Mbecw220302
HKB	Amtd Ib Ov
HMN	Ascott Trust
HQVW	Nky 30000mbecw211210
HSS	Lion-ocbc Sec Hstech Us$
HST	Lion-ocbc Sec Hstech S$
i06	Intraco Limited
i07	Isdn Holdings Limited
i11	Ipco Int'l Limited
i15	Isetan (singapore) Ltd
i49	Ifs Capital Limited
I98	Is Msci India 100
IHMW	Tencentmbecw220104
IMGW	Xiaomi Mbepw220104
INMW	S&p 4700mbecw211217
IW5	Seroja Investments Limited
IWKW	Envictus Intl Holdings W221128
IWLW	Hsi 25800mbepw210929
IX2	Pec Ltd.
IZQW	Ccb Mb Ecw220104
J03	Jadason Enterprises Ltd
J17	Jackspeed Corporation Limited
J2T	Hock Lian Seng Holdings Ltd
J36	Jardine Matheson Hldgs Ltd
J69U	Frasers Centrepoint Trust
J85	Cdl Hospitality Trusts
J91U	Cambridge Industrial Trust
JCVW	Hsi 26000mbecw210929
JHSW	Ocbc Bk Mb Epw220110
JK8	United Sse 50 China Etf
JLB	Grand Venture Technology Ltd
JOQW	Xiaomi Mbepw211005
JQJW	Hsi 28400mbecw211129
JUPW	Sti 2750mbepw210930
JWRW	Ocbc Bk Mb Epw211115
JYEU	Lendlease Reit
K03	Khong Guan Flour Milling Ltd
K1Q	Ttj Holdings Limited
K29	Karin Technology Hldgs Limited
K2LU	Cache Logistics Trust
K3CD	China Eastern Air Adr 10
K3DD	Sinopec Petrochemical Adr 10
K3FD	Huaneng Power Intl Adr 10
K3HD	Aluminum Corp Of China Adr 10
K3MD	Netease.com Adr 10
K3OD	Petrochina Adr 10
K3RD	Ctrip.com International Adr 10
K3SD	Baidu.com Adr 10
K3TD	China Southern Air Adr 10
K6S	Prudential Plc
K71U	K-reit Asia
K75	Koh Brothers Group Limited
KABW	Hsi 25000mbepw211129
KBIW	Hsi 25800mbepw211129
KBVW	Nky 25000mbepw211210
KDVW	Dlc Socgen7xlonghsi 220225
KEDW	Dbs Mb Epw211001
KHDW	Koh Brothers Eco Engg W230925
KI3	Hu An Cable Holdings Ltd.
KJ5	Bbr Holdings (s) Ltd
KJ7	Dbxt Msci Indonesia Etf 10
KQIW	Hsi 26800mbecw210929
KUH	Tsh Corporation Ltd
KUO	International Cement Groupltd.
KUX	Dlf Holdings Limited
KV4	Dbxt Iboxx Singapore Etf 5
KVKW	Uob Mb Ecw211004
KZHW	Vikingw220701
L02	Manhattan Resources Limited
L03	Lian Beng Group Ltd
L09	Lung Kee (bermuda) Hldgs Ltd
L19	Lum Chang Holdings Limited
L23	Enviro-hub Holdings Ltd
L38	L.c.development Ltd
L5I	Abterra Ltd
LCHW	Byd Mb Epw211102
LCLW	Sgx Mb Epw211220
LG9	Dbxt Msci China Trn Etf 10
LIW	Eagle Hospitality Trust
LJ3	Overseas Union Enterprise Ltd
LS9	Leader Environmental Tech Ltd
LSCW	Informatics W240821^
LSHS	N519100a 240201
LTMW	Hsi 26600mbepw210929
LUEW	Byd Mb Ecw211005
LUY	Raffles Infrastructurehldgsltd
LZTW	Sti 3300mbecw210930
M01	Metro Holdings Limited
M03	Miyoshi Precision Limited
M04	Mandarin Oriental Intl Ltd
M05	Mtq Corporation Limited
M11	Mfg Integration Technology Ltd
M14	Innotek Limited
M15	Matex International Limited
M1GU	Sabana Shari'ah Compliant Reit
M1Z	Tee International Limited
M30	Meghmani Organics Limited
M44U	Mapletree Logistics Trust
M62	Cimb Ftse Asean40 100
MBH	Nikkoam Sgd Ig Corp Bond Etf
ME8U	Mapletree Industrial Trust
MF6	Mun Siong Engineering Limited
MIGW	Ifast Mb Ecw211203
MIJ	Alliance Healthcare Group Ltd
MMS	Phillip Mm S$
MMT	Phillip Mm Us$d
MPPW	Uob Mb Epw211008
MPVW	Ocbc Bk Mb Ecw211112a
MR7	Nordic Group Limited
MSHW	Comfortdel Mbecw211018
MT1	Dragon Group Intl Limited
MV4	Mewah International Inc.
MXNU	Elitecomreit Gbp
MZH	Nanofilm
N01	Neratelecommunications Ltd
N02	Nsl Ltd.
N08	New Toyo Int Hldgs Ltd
N0Z	Combine Will Intl Hldgs Ltd
N2H	Hyflux 6% Cum Pref Class A 10
N2IU	Mapletree Commercial Trust
N32	Nippecraft Limited
N33	Nomura Holdings Inc
N4E	Nam Cheong Limited
N5YD	Mufj Financial Adr 10
N6DD	Mizuho Financial Adr 10
N6FD	Toyota Motor Adr 10
N6M	Ishares Usd Asia Bond Etf
NC2	Sri Trang Agro-industry Pcl
NCXW	Lifebrandz W240621
NEX	Reclaims Global Limited
NHD	Jubilee
NIQW	Sti 2900mbepw211230
NLGW	Wilmar Mb Ecw211018
NO4	Dyna-mac Holdings Ltd.
NPW	Malaysia Smelting Corp Bhd
NQFW	Meituan Mb Epw211005
NQNW	Hsi 25600mbecw211028
NR7	Raffles Education Corp Ltd
NS8U	Hutchison Port Holdings Trust
NYTW	Geely Mb Ecw211005a
O08	Ossia International Ltd
O10	Orchard Parade Holdings Ltd
O32	Olam International Limited
O39	Oversea-chinese Banking Corp
O5RU	Aims Amp Cap Industrial Reit
O6Z	Lonza Group Ltd
O87	Spdr Gold Shares
O9A	Dbxt Msci Singapore Im Etf 10
O9E	Parkson Retail Asia Limited
O9P	Ishares Usd Asia Hy Bond Etf
OAJ	Fortress Minerals Limited
ODBU	Utdhampshreitusd
OFHW	Dbs Mb Ecw211008
OGKW	Hsi 24600mbepw211028
OJBW	Sia Mb Ecw220104
OL9S	Nz10100f 300901
OMK	Vividthree Holdings Ltd.
OTS	Ots Holdings
OTX	Medinex Limited
OU8	Centurion Corporation Limited
OV8	Sheng Siong Group Ltd
OVQ	Phillip Sing Income Etf
OXMU	Prime Us Reitusd
OYY	Propnex Limited
P11	Pacific Andes Resources Devltd
P15	Pacific Century Regional Devts
P34	Petra Foods Limited
P36	Pan Hong Property Group Ltd
P40U	Starhill Global Reit
P52	Pan-united Corporation Ltd
P58	Lyxor China H 10
P5P	Cimb S&p Asia Pacific Dividend
P60	Lyxor Asia 10
P74	China Kangda Food Company Ltd
P7VU	Hutchison Port Hldgs Trust S$
P8A	Cordlife Group Limited
P8Z	Bumitama Agri Ltd.
P99W	Ocbc Bk Mb Ecw220630
P9D	Civmec Limited
PA3	Ta Corporation Ltd
PBSW	Vibropower W250116^
PCEW	Sti 3000mbepw210930
PH0	Hatten Land
PH1S	Na12100n 420202
PRH	Citicode Ltd
PRXW	Hstech 5400mbepw211028
PTUW	Hsi 28400mbecw210929
PU6D	Hsbc Adr 10
PVAW	Hstech 7400mbecw211028
Q01	Qaf Ltd
Q0F	Ihh Healthcare Berhad
Q0X	Ultro Technologies Limited
Q5T	Far East Hospitality Trust
QC7	Q & M Dental Group (s) Limited
QES	Chinasunsine
QK9	Is Msci India 100 S$
QL2	Ishares Usd Asia Bond Etf S$
QL3	Ishares Usd Asia Hy Bond Etfs$
QNHW	First Sponsor W240530
QNS	Southernalliance
QR9	Cimb S&p Asia Pac Dividend S$
QS0	Cimb Ft Asean 40 100 S$
QS9	Radiance Group Limited
QSD	Resources Gbl
QZG	Accrelist Ltd
R14	Ramba Energy Limited
R1MS	Nx13100h 230701
R1NS	Nz13100v 330901
RABW	Uob Mb Ecw211008
RAYW	First Sponsor W290321
RC5	Triyards Holdings Limited
RCU	Revez
RDR	Incredible
RE4	Geo Energy Resources Limited
RF1U	Religare Health Trust
RMRB	Astrea Iv S$242m4.35%b280614
RNRW	Jd Mb Ecw220302
RQ1	Overseas Education Limited
RQVW	Baidu Mb Ecw220104
RS1	China Environmental Res Gp Ltd
RW0U	Mapletree Greater Chinacomm Tr
RWXW	Dbs Mb Epw211008
S07	Shangri-la Asia Limited
S08	Singapore Post Limited
S19	Singapore Shipping Corp Ltd
S20	Straits Trading Co. Ltd
S23	Singapura Finance Ltd
S27	Spdr S&p 500 Etf Trust
S29	Stamford Tyres Corporationltd
S2D	Tosei Corporation
S35	Sing Investments & Finance Ltd
S3N	Okh Global Ltd.
S41	Hong Leong Finance Limited
S44	Engro Corporation Limited
S45U	Singapore Index Fund
S51	Sembcorp Marine Ltd
S56	Samudera Shipping Line Ltd
S58	Sats Ltd.
S59	Sia Engineering Co Ltd
S61	Sbs Transit Ltd
S63	Singapore Tech Engineering Ltd
S68	Singapore Exchange Limited
S69	Serial System Ltd
S71	Sunright Ltd
S7OU	Asian Pay Television Trust
S7P	Soilbuild Construction Grp Ltd
S85	Straco Corporation Limited
S9B	Tee Land Limited
SEIW	Hsi 27200mbecw211028
SES	Cph Ltd.
SFXW	Meituan Mb Ecw211005
SJY	Megroup Ltd.
SK3	Krisenergy Ltd.
SK6U	Sph Reit
SO7	Yangzijiang Shipbldg Hldgs Rmb
SQ1B	Sia S$750m 3.03% B 240328
STG	Sri Trang Gloves
STP	Silkroad Nickel Ltd.
SYM	Memiontec
SYYW	Soilbuild Constw240729
T09	Tt International Limited
T12	Tat Seng Packaging Group Ltd
T13	Rh Petrogas Limited
T14	Tianjin Zhong Xin Pharm Group
T15	Tan Chong Int'l Ltd
T24	Tuan Sing Holdings Limited
T39	Singapore Press Hldgs Ltd
T41	Telechoice International Ltd
T43	Techcomp (holdings) Limited
T4B	Sino Grandness Food Ind Gp Ltd
T55	Transpac Industrial Hldgs Ltd
T6I	Valuemax Group Limited
T82U	Suntec Real Estate Inv Trust
T8FS	Ny14100e 290701
T8V	Pacific Radiance Ltd.
TAJW	Bilibili Mb Epw211005
TCU	Creditbureauasia
TEKB	Temasek S$500m 2.7% B 231025
TGPW	Nky 33000mbecw211210
TID	Xt Mschina S$
TQ5	Frasers Centrepoint Limited
TRGW	Maplecomtr Mb Ecw211018
TS0U	Oue Commercial Reit
TVV	Artivision
U06	United Industrial Corp Ltd
U09	Upp Holdings Limited
U10	Uob-kay Hian Holdings Limited
U11	United Overseas Bank Ltd
U13	United Overseas Insurance Ltd
U14	Uol Group Limited
U77	Sarin Technologies Ltd
U96	Sembcorp Industries Ltd
U9E	Hankore Environment Tec Grpltd
UBOW	Byd Mb Epw211005
UD1U	Ireit Global
UD2	Japfa Ltd.
UJGW	Sgx Mb Epw211018
UNCW	Sti 2800mbecw210930
URR	Sim Leisure Group Ltd.
UV1	Hisaka Holdings Ltd.
UYUW	Uob Mb Ecw220328
UYXW	Capitalandinvmbecw220330
V03	Venture Corporation Limited
V0CW	Dbs Mb Epw220204
V0YW	Hsi 24800mbecw211230
V0ZW	Uob Mb Epw220331
V2Y	Synagie Corporation Ltd.
V3M	Metech International Ltd
V4FW	Hstech 7800mbecw210929
V6BR	Boldtek R
V6OW	Sti 3050mbecw210930
V8CW	Hsi 27600mbecw211129
VAIW	Annaik W241009
VF5W	Tencentmbecw211202
VFEW	Hsi 23400mbepw211129
VFP	China Medical (intl) Gp Ltd
VHJW	S&p 3900mbepw211217
VIFW	Uob Mb Epw211001
VIOW	Byd Mb Ecw211102
VJ3W	Bilibili Mb Ecw211005
VJ9W	Hsi 25400mbepw211028
VL6	Koufu Group Limited
VP2W	Top Glove Mb Ecw211126
VPEW	Dbs Mb Epw211203
VQIW	Hstech 6600mbecw211230
VVL	Alphadx
VYWW	Ocbc Bk Mb Ecw211115
VZGW	Geely Mb Epw211005
W05	Wing Tai Hldgs Ltd
W1XW	Incredible W240204
W7IW	Sia Mb Ecw211203
WEMW	Geely Mb Epw220104
WFEW	Kepcorpmbecw211018
WFNW	Xiaomi Mbepw211102
WG2W	Asl M W240723
WILW	Hstech 6800mbepw211028
WJP	Vicom Ltd
WLIW	Hsi 25200mbecw210929
WM9W	Jd Mb Ecw211005
WOBW	Byd Mb Epw220104
WP3W	Sats Mb Ecw211203
WPC	Vallianz Holdings Ltd
WPOB	Sia Mcbz300608#
WPRW	Hsi 23400mbepw210929
WRDW	Ocbc Bk Mb Epw220615
WZ1W	Ocbc Bk Mb Ecw211112
WZ2W	Beverly Jcg W240531
XA1W	Uob Mb Epw220110
XCF	Ktmg Limited
XD2W	Ocbc Bk Mb Epw211203
XD4W	Xiaomi Mbecw211005
XDSW	Alibaba Mb Epw220302
XIIW	Uob Mb Ecw211001
XJB	Ghy Culture
XN5W	Alibaba Mb Ecw211202
XQDW	Geely Mb Ecw211005
XVG	$ Aedge Group
XXQW	Uob Mb Epw220214
XZL	Ara Us Hospitality Trust
Y03	Yeo Hiap Seng Ltd
Y06	Youcan Foods International Ltd
Y1OW	Ocbc Bk Mb Epw220331
Y35	Sun East Group Limited
Y3D	Mdr Limited
Y45	Singapore Windsor Holdings Ltd
Y4BW	Dbs Mb Ecw211217
Y6OB	Gsh Cb5.2%241012#
Y7RW	Uob Mb Ecw220214
Y8E	Samurai 2k
Y92	Thai Beverage Public Co Ltd
YIJW	S&p 3500mbepw211217
YLVW	Meituan Mb Ecw220104
YM1W	Hsi 24200mbepw210929
YNPW	Jd Mb Epw220302
YQ7B	Sia 2021 Mcbz300608#
YQLW	Sgx Mb Ecw211220
YQZW	Sti 3150mbepw211230
YSAW	Baidu Mb Ecw211005
YSUB	Banyantree Cb7.5%220806#
YVWW	Citydev Mb Ecw220315
YY1R	Gsh R1
YYB	Arion Entertainment Spore Ltd
YYN	Platocapital
YYR	Lion-ospl China L Cny
YYY	Lion-ospl China L S$
Z25	Yanlord Land Group Limited
Z2NW	Alibaba Mb Ecw220104
Z59	Yoma Strategic Holdings Ltd
Z74	Singtel
Z77	Singtel 10
ZFGS	Na21200w 511001
ZFSW	2ndchance W230307
ZHD	Nikkoam-icbcsg Cnb Us$
ZHS	Nikkoam-icbcsg Cnb S$
ZHY	Nikkoam-icbcsg Cnb Cny
ZKDW	Alibaba Mb Ecw220302
ZL8S	Na20100f 500301
